category_number,drxfcsd,level,parent,max_level_by_num,max_level_skips,ancestors,branch
58145120,macaroni or noodles with cheese and tuna,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145120"
58145130,macaroni or noodles with cheese and beef,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145130"
58145135,macaroni or noodles with cheese and meat,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145135"
58145136,"macaroni or noodles with cheese and meat, prepared from hamburger helper mix",4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145136"
58145140,macaroni or noodles with cheese and tomato,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145140"
58145160,macaroni or noodles with cheese and frankfurters or hot dogs,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145160"
58145170,macaroni or noodles with cheese and egg,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145170"
58145190,macaroni or noodles with cheese and chicken or turkey,4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145190"
58145300,"macaroni or noodles with cheese, whole grain",4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58145300"
58146100,"pasta with tomato sauce, meatless",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146100"
58146110,pasta with meat sauce,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146110"
58146120,"pasta with tomato-based sauce, cheese and meat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146120"
58146130,pasta with carbonara sauce,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146130"
58146150,pasta with tomato-based sauce and cheese,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146150"
58146160,"pasta with vegetables, no sauce or dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146160"
58146200,"pasta, meat-filled, with gravy, canned",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146200"
58146210,"pasta with sauce, nfs",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146210"
58146215,"pasta with sauce, meatless, school lunch",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146215"
58146221,"pasta with tomato-based sauce, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146221"
58146222,"pasta with tomato-based sauce, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146222"
58146223,"pasta with tomato-based sauce, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146223"
58146300,"pasta, whole wheat, with meat sauce",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146300"
58146301,"pasta with tomato-based sauce, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146301"
58146302,"pasta with tomato-based sauce, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146302"
58146303,"pasta with tomato-based sauce, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146303"
58146310,"pasta, whole wheat, with tomato sauce, meatless",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146310"
58146315,"pasta with sauce and meat, from school lunch",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146315"
58146321,"pasta with tomato-based sauce and meat, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146321"
58146322,"pasta with tomato-based sauce and meat, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146322"
58146323,"pasta with tomato-based sauce and meat, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146323"
58146331,"pasta with tomato-based sauce, meat, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146331"
58146332,"pasta with tomato-based sauce, meat, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146332"
58146333,"pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146333"
58146341,"pasta with tomato-based sauce and poultry, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146341"
58146342,"pasta with tomato-based sauce and poultry, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146342"
58146343,"pasta with tomato-based sauce and poultry, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146343"
58146351,"pasta with tomato-based sauce, poultry, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146351"
58146352,"pasta with tomato-based sauce, poultry, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146352"
58146353,"pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146353"
58146361,"pasta with tomato-based sauce and seafood, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146361"
58146362,"pasta with tomato-based sauce and seafood, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146362"
58146363,"pasta with tomato-based sauce and seafood, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146363"
58146371,"pasta with tomato-based sauce, seafood, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146371"
58146372,"pasta with tomato-based sauce, seafood, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146372"
58146373,"pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146373"
58146381,"pasta with cream sauce, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146381"
58146382,"pasta with cream sauce, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146382"
58146383,"pasta with cream sauce, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146383"
58146391,"pasta with cream sauce and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146391"
58146392,"pasta with cream sauce and added vegetables, from home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146392"
58146393,"pasta with cream sauce and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146393"
58146401,"pasta with cream sauce and meat, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146401"
58146402,"pasta with cream sauce and meat, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146402"
58146403,"pasta with cream sauce and meat, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146403"
58146411,"pasta with cream sauce, meat, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146411"
58146412,"pasta with cream sauce, meat, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146412"
58146413,"pasta with cream sauce, meat, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146413"
58146421,"pasta with cream sauce and poultry, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146421"
58146422,"pasta with cream sauce and poultry, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146422"
58146423,"pasta with cream sauce and poultry, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146423"
58146431,"pasta with cream sauce, poultry, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146431"
58146432,"pasta with cream sauce, poultry, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146432"
58146433,"pasta with cream sauce, poultry, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146433"
58146441,"pasta with cream sauce and seafood, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146441"
58146442,"pasta with cream sauce and seafood, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146442"
58146443,"pasta with cream sauce and seafood, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146443"
58146451,"pasta with cream sauce, seafood, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146451"
58146452,"pasta with cream sauce, seafood, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146452"
58146453,"pasta with cream sauce, seafood, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146453"
58146601,"pasta, whole grain, with tomato-based sauce, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146601"
58146602,"pasta, whole grain, with tomato-based sauce, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146602"
58146603,"pasta, whole grain, with tomato-based sauce, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146603"
58146611,"pasta, whole grain, with tomato-based sauce and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146611"
58146612,"pasta, whole grain, with tomato-based sauce and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146612"
58146613,"pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146613"
58146621,"pasta, whole grain, with tomato-based sauce and meat, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146621"
58146622,"pasta, whole grain, with tomato-based sauce and meat, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146622"
58146623,"pasta, whole grain, with tomato-based sauce and meat, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146623"
58146631,"pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146631"
58146632,"pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146632"
58146633,"pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146633"
58146641,"pasta, whole grain, with tomato-based sauce and poultry, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146641"
58146642,"pasta, whole grain, with tomato-based sauce and poultry, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146642"
58146643,"pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146643"
58146651,"pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146651"
58146652,"pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146652"
58146653,"pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146653"
58146661,"pasta, whole grain, with tomato-based sauce and seafood, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146661"
58146662,"pasta, whole grain, with tomato-based sauce and seafood, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146662"
58146663,"pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146663"
58146671,"pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146671"
58146672,"pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146672"
58146673,"pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146673"
58146681,"pasta, whole grain, with cream sauce, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146681"
58146682,"pasta, whole grain, with cream sauce, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146682"
58146683,"pasta, whole grain, with cream sauce, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146683"
58146691,"pasta, whole grain, with cream sauce, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146691"
58146692,"pasta, whole grain, with cream sauce, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146692"
58146693,"pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146693"
58146701,"pasta, whole grain, with cream sauce and meat, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146701"
58146702,"pasta, whole grain, with cream sauce and meat, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146702"
58146703,"pasta, whole grain, with cream sauce and meat, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146703"
58146711,"pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146711"
58146712,"pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146712"
58146713,"pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146713"
58146721,"pasta, whole grain, with cream sauce and poultry, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146721"
58146722,"pasta, whole grain, with cream sauce and poultry, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146722"
58146723,"pasta, whole grain, with cream sauce and poultry, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146723"
58146731,"pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146731"
58146732,"pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146732"
58146733,"pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146733"
58146741,"pasta, whole grain, with cream sauce and seafood, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146741"
58146742,"pasta, whole grain, with cream sauce and seafood, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146742"
58146743,"pasta, whole grain, with cream sauce and seafood, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146743"
58146751,"pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146751"
58146752,"pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146752"
58146753,"pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58146753"
58147100,pasta with pesto sauce,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58147100"
58147110,pasta with tomato-based sauce and beans or lentils,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58147110"
58147310,"macaroni, creamed",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58147310"
58147330,"macaroni or noodles, creamed, with cheese",4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58147330"
58147340,"macaroni or noodles, creamed, with cheese and tuna",4,3206,4,4,"0,3206,3200,3","0,3206,3200,3,58147340"
58147350,"macaroni, creamed, with vegetables",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58147350"
58147510,flavored pasta,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58147510"
58147520,"yat ga mein with meat, fish, or poultry",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58147520"
58148110,"macaroni or pasta salad, made with mayonnaise",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148110"
58148111,"macaroni or pasta salad, made with light mayonnaise",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148111"
58148112,"macaroni or pasta salad, made with mayonnaise-type salad dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148112"
58148113,"macaroni or pasta salad, made with light mayonnaise-type salad dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148113"
58148114,"macaroni or pasta salad, made with italian dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148114"
58148115,"macaroni or pasta salad, made with light italian dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148115"
58148116,"macaroni or pasta salad, made with creamy dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148116"
58148117,"macaroni or pasta salad, made with light creamy dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148117"
58148118,"macaroni or pasta salad, made with any type of fat free dressing",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148118"
58148120,macaroni or pasta salad with egg,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148120"
58148130,macaroni or pasta salad with tuna,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148130"
58148140,macaroni or pasta salad with crab meat,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148140"
58148150,macaroni or pasta salad with shrimp,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148150"
58148160,macaroni or pasta salad with tuna and egg,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148160"
58148170,macaroni or pasta salad with chicken,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148170"
58148180,macaroni or pasta salad with cheese,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148180"
58148500,pasta or macaroni salad with oil and vinegar-type dressing,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148500"
58148550,macaroni or pasta salad with meat,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148550"
58148600,"pasta tetrazzini, dry mix, prepared with water",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58148600"
58149110,noodle pudding,4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58149110"
58149210,"somen salad with noodles, lettuce, egg, fish, and pork",4,3204,4,4,"0,3204,3200,3","0,3204,3200,3,58149210"
58150100,"bibimbap, korean",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58150100"
58150110,"rice, fried, meatless",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58150110"
58150310,"rice, fried, nfs",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58150310"
58150320,"rice, fried, with chicken",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58150320"
58150330,"rice, fried, with pork",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58150330"
58150340,"rice, fried, with beef",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58150340"
58150510,"rice, fried, with shrimp",4,3402,4,4,"0,3402,3400,3","0,3402,3400,3,58150510"
58150520,"dukboki or tteokbokki, korean",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58150520"
58150530,"adobo, with rice",4,3004,4,4,"0,3004,3000,3","0,3004,3000,3,58150530"
58151100,"sushi, nfs",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151100"
58151110,"sushi, no vegetables, no seafood (no fish or shellfish)",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151110"
58151120,"sushi, with vegetables, no seafood (no fish or shellfish)",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151120"
58151130,"sushi, with vegetables and seafood",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151130"
58151140,"sushi, with vegetables, rolled in seaweed",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151140"
58151150,"sushi, with seafood, no vegetables",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151150"
58151160,"sushi, with egg, no vegetables, no seafood (no fish or shellfish), rolled in seaweed",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151160"
58151170,"sushi roll, avocado",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151170"
58151180,"sushi roll, california",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151180"
58151190,"sushi roll, eel",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151190"
58151200,"sushi roll, salmon",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151200"
58151210,"sushi roll, shrimp",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151210"
58151220,sushi roll tuna,4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151220"
58151230,"sushi roll, vegetable",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151230"
58151400,"sushi, topped with crab",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151400"
58151410,"sushi, topped with eel",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151410"
58151420,"sushi, topped with salmon",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151420"
58151430,"sushi, topped with shrimp",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151430"
58151440,"sushi, topped with tuna",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151440"
58151450,"sushi, topped with egg",4,3406,4,4,"0,3406,3400,3","0,3406,3400,3,58151450"
58155110,"rice with chicken, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155110"
58155210,"stuffed rice with chicken, dominican style (arroz relleno dominicano)",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155210"
58155310,"paella with meat, valenciana style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155310"
58155320,"seafood paella, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155320"
58155410,"soupy rice with chicken, puerto rican style",4,3802,4,3,"0,3802,3","0,3802,3,58155410"
58155510,"soupy rice mixture with chicken and potatoes, puerto rican style",4,3802,4,3,"0,3802,3","0,3802,3,58155510"
58155610,"rice meal fritter, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155610"
58155810,"stewed rice, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155810"
58155910,"rice with squid, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58155910"
58156110,"fried rice, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58156110"
58156210,"rice with vienna sausage, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58156210"
58156310,"rice with spanish sausage, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58156310"
58156410,"rice with onions, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58156410"
58156510,soupy rice from puerto rican style asopao de pollo (chicken parts reported separately),4,3802,4,3,"0,3802,3","0,3802,3,58156510"
58156610,"pigeon pea asopao, asopao de gandules",4,3802,4,3,"0,3802,3","0,3802,3,58156610"
58156710,"rice with stewed beans, puerto rican style",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58156710"
58157300,"congee, with meat, poultry, and/or seafood",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58157300"
58157310,"congee, with meat, poultry, and/or seafood, and vegetables",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58157310"
58157320,"congee, with vegetables",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58157320"
58160000,biryani with vegetables,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160000"
58160100,"beans and rice, from fast food / restaurant",4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160100"
58160102,"kidney beans and rice, from fast food / restaurant",4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160102"
58160104,"black beans and rice, from fast food / restaurant",4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160104"
58160106,"pinto beans and rice, from fast food / restaurant",4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160106"
58160110,beans and white rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160110"
58160120,"beans and rice, with tomatoes",4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160120"
58160132,"beans and rice, with meat",4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160132"
58160150,kidney beans and white rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160150"
58160154,black beans and white rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160154"
58160156,pinto beans and white rice,4,3102,4,4,"0,3102,3100,3","0,3102,3100,3,58160156"
58160160,hopping john,4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160160"
58160200,"rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, ns as to fat added in cooking",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160200"
58160202,"rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat not added in cooking",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160202"
58160204,"rice with vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce, fat added in cooking",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160204"
58160220,"rice with vegetables, tomato-based sauce (mixture)",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160220"
58160400,"rice, white, with corn, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160400"
58160410,"rice, white, with corn, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160410"
58160420,"rice, white, with corn, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160420"
58160430,"rice, white, with peas, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160430"
58160440,"rice, white, with peas, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160440"
58160450,"rice, white, with peas, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160450"
58160460,"rice, white, with carrots, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160460"
58160470,"rice, white, with carrots, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160470"
58160480,"rice, white, with carrots, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160480"
58160490,"rice, white, with peas and carrots, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160490"
58160500,"rice, white, with peas and carrots, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160500"
58160510,"rice, white, with peas and carrots, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160510"
58160520,"rice, white, with tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160520"
58160530,"rice, white, with tomatoes and/or tomato-based sauce, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160530"
58160540,"rice, white, with tomatoes and/or tomato-based sauce, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160540"
58160550,"rice, white, with dark green vegetables, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160550"
58160560,"rice, white, with dark green vegetables, no added fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160560"
58160570,"rice, white, with dark green vegetables, fat added",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160570"
58160580,"rice, white, with carrots and tomatoes and/or tomato-based sauce, ns as to fat",4,3202,4,4,"0,3202,3200,3","0,3202,3200,3,58160580"
