category_number,drxfcsd,parent,level,max_level_by_num,max_level_skips,ancestors,branch
51100000,"white breads, rolls",51000000,3,4,4,"51000000,5,0","51000000,5,0,51101000,51101010,51101050,51101060,51102010,51102020,51105010,51105040,51106010,51106020,51106200,51106210,51106300,51106310,51107010,51107040,51108010,51108100,51109010,51109040,51109100,51109110,51109150,51109200,51110010,51111010,51111040,51113010,51113100,51115010,51115020,51119010,51119040,51119100,51119110,51121010,51121015,51121025,51121035,51121045,51121055,51121065,51121075,51121110,51121120,51122000,51122010,51122050,51122060,51122100,51122110,51122300,51122310,51123010,51123020,51126010,51126020,51127010,51127020,51129010,51129020,51130510,51130520,51133010,51133020,51134000,51134010,51135000,51135010,51136000,51140100,51150000,51152000,51152100,51153000,51154010,51154100,51154510,51154550,51154600,51155000,51156500,51157000,51158100,51159000,51160000,51160010,51160100,51160110,51161000,51161020,51161030,51161050,51161070,51161250,51161270,51161280,51165000,51165100,51166000,51166100,51166200,51166500,51166700,51167000,51168000,51180010,51180030,51180080,51182010,51182020,51183990,51184000,51184010,51184020,51184030,51184100,51184200,51184210,51184220,51184230,51184240,51184250,51184260,51185000,51186010,51186100,51186130,51186160,51187000,51187020,51188100,51188500,51100000"
51200000,"whole wheat breads, rolls",51000000,3,3,3,"51000000,5,0","51000000,5,0,51200000"
51300000,"wheat, cracked wheat breads, rolls",51000000,3,4,4,"51000000,5,0","51000000,5,0,51300050,51300060,51300100,51300110,51300120,51300140,51300150,51300175,51300180,51300185,51300210,51300220,51300300,51300310,51301010,51301020,51301040,51301050,51301120,51301130,51301510,51301520,51301540,51301550,51301600,51301610,51301620,51301630,51301700,51301750,51301800,51301805,51301820,51301900,51302500,51302520,51303010,51303030,51303050,51303070,51303100,51306000,51320010,51320060,51320070,51320500,51320550,51320560,51320700,51320710,51320720,51300000"
51400000,"rye breads, rolls",51000000,3,4,4,"51000000,5,0","51000000,5,0,51401010,51401020,51401030,51401040,51401060,51401070,51401200,51404010,51404020,51404500,51404550,51407010,51407020,51420000,51421000,51400000"
51500000,oat breads,51000000,3,4,4,"51000000,5,0","51000000,5,0,51501010,51501020,51501040,51501050,51501060,51501070,51501080,51502010,51503000,51503040,51500000"
51600000,"multigrain breads, rolls",51000000,3,4,4,"51000000,5,0","51000000,5,0,51601010,51601020,51601210,51601220,51602010,51602020,51620000,51620020,51620030,51630000,51630100,51630200,51600000"
51800000,other breads,51000000,3,4,4,"51000000,5,0","51000000,5,0,51801010,51801020,51802010,51802020,51804010,51804020,51805010,51805020,51806010,51806020,51807000,51808000,51808010,51808050,51808100,51800000"
52100000,biscuits,52000000,3,4,4,"52000000,5,0","52000000,5,0,52101000,52101020,52101030,52101040,52101150,52102040,52103000,52104010,52104040,52104100,52104200,52105100,52105110,52105200,52100000"
52200000,"cornbread, corn muffins, tortillas",52000000,3,4,4,"52000000,5,0","52000000,5,0,52201000,52202060,52204000,52206010,52206060,52207010,52208010,52208020,52208760,52209010,52211010,52213010,52215000,52215100,52215200,52215260,52215300,52215350,52220110,52200000"
52300000,"other muffins, popoves",52000000,3,4,4,"52000000,5,0","52000000,5,0,52301000,52302010,52302020,52302100,52302500,52302600,52302610,52303010,52303500,52303550,52304000,52304010,52304040,52304060,52304100,52304150,52306010,52306300,52306500,52306550,52306700,52307020,52307120,52308010,52308020,52311010,52320100,52320110,52300000"
52400000,other quick breads,52000000,3,4,4,"52000000,5,0","52000000,5,0,52401000,52403000,52404060,52405010,52406010,52407000,52408000,52400000"
53100000,cakes,53000000,3,4,4,"53000000,5,0","53000000,5,0,53100050,53100070,53100100,53101100,53101200,53101250,53101300,53102100,53102200,53102300,53102600,53102700,53102800,53103000,53104100,53104260,53104300,53104400,53104500,53104520,53104550,53104570,53104580,53104600,53104650,53105270,53105275,53105300,53105500,53105600,53105650,53105700,53105750,53106500,53108200,53108220,53109000,53109100,53109200,53109210,53109220,53109250,53109270,53109300,53110000,53110100,53111000,53111500,53112100,53112150,53112160,53112500,53113000,53114000,53114100,53114150,53114200,53114250,53115100,53115200,53115310,53115320,53115410,53115450,53115500,53116000,53116020,53116270,53116280,53116350,53116380,53116390,53116500,53116510,53116550,53116570,53116600,53116650,53116750,53117100,53117200,53118100,53118200,53118300,53118410,53118500,53118550,53118600,53118700,53118800,53118900,53118950,53119000,53120270,53120275,53120400,53120500,53121270,53121275,53122070,53122080,53123070,53123080,53123500,53124110,53100000"
53200000,cookies,53000000,3,4,5,"53000000,5,0","53000000,5,0,53200100,53201000,53202000,53203000,53203050,53203050,53203050,53203050,53203100,53203100,53203100,53203100,53203500,53204000,53204010,53204100,53204500,53204600,53204840,53204860,53205250,53205260,53205600,53205750,53205760,53206000,53206010,53206020,53206030,53206050,53206100,53206500,53206550,53207000,53207020,53207050,53208000,53208200,53209000,53209005,53209010,53209015,53209020,53209100,53209500,53210000,53210900,53210910,53211000,53215500,53220000,53220010,53220030,53220040,53222010,53222020,53222100,53223000,53223100,53224000,53224250,53225000,53226000,53226500,53226550,53226600,53227000,53228000,53230000,53231000,53231400,53233000,53233010,53233020,53233040,53233050,53233060,53233080,53233100,53233500,53234000,53234100,53234250,53235000,53235500,53235600,53236000,53236100,53237000,53237010,53237500,53238000,53239000,53239010,53239050,53239100,53240000,53240010,53241500,53241510,53241600,53242000,53242250,53242250,53242250,53242250,53242500,53243000,53243010,53243050,53243100,53244010,53244020,53246000,53247000,53247050,53247500,53248000,53251100,53260030,53260150,53260200,53260300,53260400,53260500,53260600,53261000,53270100,53200000"
53300000,pies,53000000,3,4,4,"53000000,5,0","53000000,5,0,53300100,53300170,53300180,53301000,53301070,53301080,53301500,53301750,53302000,53302070,53302080,53303000,53303070,53303500,53303510,53303570,53304000,53304050,53304070,53305000,53305010,53305070,53305080,53305700,53305720,53305750,53306000,53306070,53307000,53307050,53307070,53307080,53307500,53307570,53308000,53308070,53308300,53308500,53309000,53309070,53310000,53310050,53311000,53311050,53311070,53312000,53313000,53314000,53340000,53340500,53341000,53341070,53341500,53341750,53342000,53342070,53343000,53343070,53344000,53344070,53344200,53344300,53345000,53345070,53346000,53346500,53347000,53347070,53347100,53347500,53347600,53348000,53348070,53360000,53365000,53366000,53370000,53371000,53373000,53381000,53381070,53382000,53385000,53385070,53385500,53386000,53386050,53386250,53386500,53387000,53390000,53390100,53391000,53391100,53391150,53391200,53300000"
53400000,"cobblers, eclairs, turnovers",53000000,3,4,4,"53000000,5,0","53000000,5,0,53400200,53400300,53410100,53410200,53410300,53410500,53410800,53410850,53410860,53410880,53410900,53415100,53415120,53415200,53415220,53415300,53415400,53415500,53415600,53420000,53420100,53420200,53420210,53420250,53420300,53420310,53420400,53420410,53430000,53430100,53430200,53430250,53430300,53430700,53430750,53440000,53440300,53440500,53440600,53440700,53440750,53440800,53441110,53441210,53450000,53450300,53450500,53450800,53451000,53451500,53451750,53452100,53452120,53452130,53452150,53452170,53452200,53452400,53452420,53452450,53452500,53453150,53453170,53400000"
53500000,"danish, breakfast pastries, doughnuts",53000000,3,4,4,"53000000,5,0","53000000,5,0,53500100,53510000,53510100,53511000,53511500,53520000,53520100,53520110,53520120,53520130,53520135,53520140,53520150,53520160,53520170,53520200,53520510,53521110,53521130,53521140,53521210,53521230,53521250,53521300,53530000,53530010,53500000"
53600000,"coffee cake, not yeast",53000000,3,4,4,"53000000,5,0","53000000,5,0,53610100,53610120,53610170,53610200,53610250,53600000"
53800000,"cookies and bars, baby food",53000000,3,4,4,"53000000,5,0","53000000,5,0,53801000,53803050,53803100,53803250,53803300,53800000"
54100000,sweet crackers,54000000,3,4,4,"54000000,5,0","54000000,5,0,54102010,54102015,54102020,54102050,54102060,54102070,54102080,54102100,54102200,54103000,54100000"
54200000,low sodium crackers,54000000,3,4,4,"54000000,5,0","54000000,5,0,54200100,54201010,54202010,54202020,54202050,54203010,54204010,54204020,54204030,54205010,54205030,54205100,54207010,54210010,54222000,54200000"
54300000,nonsweet crackers,54000000,3,4,4,"54000000,5,0","54000000,5,0,54301000,54301010,54301020,54301030,54301100,54301200,54304000,54304005,54304020,54304100,54304110,54304150,54304500,54305010,54305020,54305500,54307000,54308000,54309000,54313000,54318000,54318500,54319000,54319005,54319020,54319200,54319500,54325000,54325010,54325050,54325060,54326000,54327950,54328000,54328100,54328105,54328110,54328120,54328200,54328210,54334000,54336000,54336100,54337000,54337010,54337020,54337030,54337050,54337060,54337100,54338000,54338010,54338020,54338100,54339000,54340100,54340110,54350000,54350010,54350020,54360000,54300000"
54400000,salty snacks from grain products,54000000,3,4,4,"54000000,5,0","54000000,5,0,54401011,54401020,54401021,54401026,54401031,54401035,54401050,54401055,54401065,54401075,54401080,54401081,54401085,54401090,54401095,54401100,54401110,54401111,54401112,54401121,54401122,54401170,54401200,54402080,54402200,54402300,54402500,54402600,54402610,54402700,54403000,54403001,54403005,54403006,54403010,54403020,54403040,54403045,54403046,54403050,54403051,54403052,54403053,54403054,54403055,54403056,54403057,54403058,54403059,54403060,54403061,54403062,54403070,54403080,54403081,54403082,54403083,54403084,54403085,54403086,54403087,54403088,54403089,54403090,54403091,54403092,54403110,54403120,54403150,54403160,54404000,54404010,54404020,54406010,54406200,54408000,54408010,54408015,54408016,54408017,54408020,54408030,54408035,54408040,54408050,54408070,54408080,54408081,54408082,54408100,54408105,54408110,54408115,54408190,54408200,54408210,54408250,54408260,54408290,54408300,54408310,54408400,54408405,54408410,54408411,54408415,54408416,54408420,54408422,54408430,54408432,54408450,54408455,54408456,54408460,54408462,54408465,54408466,54408470,54408475,54408480,54408485,54408486,54408487,54412110,54420010,54420210,54420220,54430010,54440010,54440020,54400000"
55100000,pancakes,55000000,3,4,4,"55000000,5,0","55000000,5,0,55100005,55100010,55100015,55100020,55100025,55100030,55100035,55100040,55100050,55100055,55100060,55100065,55100070,55100080,55101000,55101010,55101015,55101020,55103000,55103020,55103100,55105000,55105100,55105200,55105205,55105210,55105300,55105400,55106000,55100000"
55200000,waffles,55000000,3,4,4,"55000000,5,0","55000000,5,0,55200010,55200020,55200030,55200040,55200050,55200060,55200070,55200080,55200090,55200100,55200110,55200120,55200130,55200200,55201000,55202000,55203000,55203500,55203600,55203700,55204000,55205000,55206000,55207000,55208000,55211000,55211050,55212000,55200000"
55300000,french toast,55000000,3,4,4,"55000000,5,0","55000000,5,0,55300010,55300020,55300030,55300040,55300050,55300055,55300060,55301000,55301010,55301015,55301020,55301025,55301030,55301031,55301040,55301048,55301050,55301055,55310100,55300000"
55400000,crepes,55000000,3,4,4,"55000000,5,0","55000000,5,0,55400010,55401000,55400000"
55500000,flour-water patties,55000000,3,4,4,"55000000,5,0","55000000,5,0,55501000,55500000"
55600000,flour-milk patties,55000000,3,4,4,"55000000,5,0","55000000,5,0,55601000,55610200,55610300,55600000"
55700000,rice flour cakes,55000000,3,4,4,"55000000,5,0","55000000,5,0,55701000,55702000,55702100,55703000,55700000"
55800000,funnel cakes,55000000,3,4,4,"55000000,5,0","55000000,5,0,55801000,55801010,55800000"
56100000,pastas,56000000,3,4,4,"56000000,5,0","56000000,5,0,56104000,56112000,56113000,56113990,56116000,56116990,56117090,56130000,56132000,56132990,56140100,56100000"
56200000,"cooked cereals, rice",56000000,3,4,4,"56000000,5,0","56000000,5,0,56200300,56200350,56200390,56200400,56200410,56200490,56200500,56200510,56200990,56201000,56201010,56201020,56201030,56201040,56201050,56201051,56201052,56201055,56201056,56201057,56201060,56201061,56201062,56201065,56201066,56201067,56201070,56201071,56201072,56201080,56201081,56201082,56201090,56201091,56201092,56201110,56201120,56201130,56201210,56201220,56201230,56201240,56201250,56201260,56201296,56201298,56201300,56201320,56201322,56201324,56201330,56201332,56201334,56201340,56201342,56201344,56201350,56201355,56201360,56201510,56201515,56201516,56201517,56201520,56201530,56201540,56201550,56201560,56201600,56201700,56201750,56201990,56202000,56202100,56202900,56202905,56202910,56202920,56202960,56202970,56202980,56203000,56203010,56203020,56203030,56203040,56203050,56203055,56203056,56203057,56203060,56203065,56203066,56203067,56203070,56203075,56203076,56203077,56203080,56203085,56203086,56203087,56203095,56203096,56203097,56203105,56203106,56203107,56203110,56203125,56203130,56203135,56203150,56203155,56203160,56203170,56203175,56203180,56203200,56203210,56203211,56203212,56203213,56203220,56203221,56203222,56203223,56203230,56203231,56203232,56203233,56203500,56203510,56203520,56203540,56203550,56203555,56203560,56203600,56203610,56203620,56204000,56204005,56204010,56205000,56205001,56205002,56205004,56205006,56205007,56205008,56205011,56205012,56205014,56205016,56205017,56205018,56205050,56205060,56205070,56205080,56205090,56205092,56205094,56205101,56205130,56205150,56205170,56205190,56205205,56205210,56205215,56205300,56205310,56205320,56205330,56205340,56205350,56205410,56205420,56205430,56205440,56205510,56205550,56206970,56206980,56206990,56207000,56207005,56207010,56207015,56207016,56207017,56207020,56207021,56207022,56207023,56207025,56207026,56207027,56207030,56207040,56207050,56207060,56207070,56207080,56207082,56207083,56207084,56207086,56207087,56207088,56207091,56207092,56207093,56207094,56207095,56207096,56207100,56207101,56207102,56207103,56207110,56207120,56207130,56207140,56207160,56207190,56207200,56207210,56207212,56207220,56207230,56207290,56207300,56207310,56207330,56207340,56207342,56207370,56208500,56208510,56208520,56209000,56210000,56200000"
57100000,ready-to-eat cereals 1,57000000,3,4,5,"57000000,5,0","57000000,5,0,57100100,57100400,57100500,57101000,57101020,57102000,57103000,57103050,57103100,57103500,57104000,57106050,57106060,57106100,57106250,57106260,57106530,57107000,57110000,57111000,57117000,57117500,57119000,57120000,57123000,57124030,57124050,57124100,57124200,57124300,57124500,57124500,57124500,57124500,57124900,57125000,57125010,57125900,57126000,57126500,57127000,57128000,57128005,57128880,57130000,57131000,57132000,57134000,57134090,57135000,57137000,57138000,57139000,57143000,57143500,57144000,57148000,57148500,57148600,57148600,57148600,57148600,57151000,57152000,57160000,57100000"
57200000,ready-to-eat cereals 2,57000000,3,4,4,"57000000,5,0","57000000,5,0,57201800,57201900,57206000,57206700,57206705,57206710,57206715,57206800,57207000,57208000,57209000,57211000,57212100,57213000,57213005,57213010,57213850,57213900,57214000,57215000,57216000,57218000,57219000,57221000,57221650,57221700,57221800,57221810,57223000,57224000,57227000,57228000,57229000,57229500,57230000,57231000,57231100,57231200,57231250,57237100,57237200,57237300,57237310,57237900,57238000,57239100,57240100,57241000,57241200,57243000,57243870,57244000,57245000,57200000"
57300000,ready-to-eat cereals 3,57000000,3,4,5,"57000000,5,0","57000000,5,0,57301100,57301500,57301505,57301510,57301511,57301512,57301520,57301530,57301535,57301540,57302100,57303100,57303105,57303200,57304100,57305100,57305150,57305160,57305165,57305170,57305174,57305175,57305180,57305200,57305210,57305215,57305300,57305400,57305500,57305600,57306100,57306120,57306130,57306500,57306700,57306800,57307010,57307150,57307500,57307600,57308190,57308300,57308400,57308900,57309100,57311700,57316200,57316300,57316380,57316385,57316410,57316450,57316500,57316710,57316750,57318000,57319500,57320500,57321700,57321800,57321900,57322500,57323000,57323050,57324000,57324000,57324000,57324000,57325000,57326000,57327450,57327500,57328000,57329000,57330000,57330010,57331000,57332050,57332100,57335550,57336000,57337000,57339000,57339100,57339500,57340000,57341000,57341200,57341300,57342010,57344000,57344001,57344005,57344007,57344010,57344015,57344020,57344025,57347000,57348000,57349000,57349020,57355000,57300000"
57400000,ready-to-eat cereals 4,57000000,3,4,4,"57000000,5,0","57000000,5,0,57401100,57403100,57404100,57404200,57406100,57406105,57407100,57407110,57408100,57409100,57410000,57411000,57412000,57413000,57416000,57416010,57417000,57418000,57419000,57400000"
57600000,"cereal grains, not cooked",57000000,3,4,4,"57000000,5,0","57000000,5,0,57601100,57602100,57602500,57603100,57603200,57604100,57600000"
57800000,cereals baby food,57000000,3,4,4,"57000000,5,0","57000000,5,0,57801000,57803000,57804000,57805000,57805080,57805090,57805100,57805500,57806000,57806050,57806100,57806200,57807010,57820000,57820100,57822000,57823000,57824000,57824500,57830100,57800000"
58100000,"mixtures, mainly grain, pasta, or bread 1",58000000,3,4,5,"58000000,5,0","58000000,5,0,58100005,58100010,58100013,58100015,58100017,58100020,58100100,58100110,58100120,58100125,58100135,58100140,58100145,58100150,58100155,58100160,58100165,58100180,58100200,58100220,58100235,58100245,58100250,58100255,58100260,58100300,58100310,58100320,58100325,58100330,58100340,58100360,58100370,58100400,58100500,58100510,58100520,58100525,58100530,58100535,58100560,58100620,58100625,58100630,58100635,58100710,58100720,58100725,58100800,58100805,58100900,58101300,58101320,58101323,58101325,58101345,58101347,58101350,58101357,58101400,58101450,58101457,58101460,58101520,58101525,58101530,58101540,58101555,58101610,58101615,58101620,58101625,58101630,58101635,58101720,58101725,58101730,58101733,58101735,58101745,58101750,58101800,58101820,58101830,58101930,58101935,58101940,58101945,58101950,58101955,58103120,58103130,58103210,58103250,58103310,58104080,58104090,58104110,58104120,58104130,58104150,58104160,58104180,58104190,58104260,58104270,58104280,58104290,58104310,58104320,58104340,58104500,58104520,58104530,58104535,58104540,58104550,58104600,58104710,58104720,58104730,58104740,58104745,58104750,58104760,58104770,58104800,58104820,58104825,58104830,58104835,58104900,58104905,58105000,58105050,58105075,58105100,58105105,58105110,58106200,58106205,58106210,58106220,58106225,58106230,58106233,58106234,58106235,58106236,58106250,58106260,58106300,58106305,58106320,58106325,58106330,58106345,58106347,58106350,58106358,58106359,58106360,58106410,58106411,58106412,58106413,58106441,58106442,58106443,58106500,58106505,58106512,58106514,58106516,58106540,58106550,58106555,58106560,58106565,58106570,58106578,58106580,58106602,58106604,58106606,58106610,58106620,58106625,58106630,58106633,58106634,58106635,58106636,58106650,58106655,58106660,58106700,58106702,58106705,58106720,58106725,58106730,58106736,58106737,58106738,58106750,58106755,58106760,58106780,58106820,58106830,58106900,58106910,58106915,58106920,58107050,58107100,58107205,58107207,58107212,58107214,58107220,58107222,58107224,58107232,58107234,58108000,58108010,58108030,58108040,58108050,58109000,58109010,58109015,58109020,58109030,58109040,58109050,58109060,58109100,58109110,58109120,58109130,58109140,58109150,58109210,58110110,58110120,58110130,58110170,58110200,58111110,58111120,58111130,58111200,58112110,58112510,58115110,58115150,58115210,58116110,58116115,58116120,58116130,58116210,58116310,58117110,58117210,58117310,58117410,58117510,58118110,58118210,58120110,58120120,58121510,58121610,58121620,58122210,58122220,58122250,58122310,58122320,58122330,58123110,58123120,58124210,58124220,58124230,58124250,58124500,58125110,58125120,58125180,58126000,58126110,58126120,58126130,58126140,58126150,58126160,58126170,58126180,58126270,58126280,58126290,58126300,58126310,58126400,58126410,58127110,58127150,58127200,58127210,58127220,58127270,58127290,58127310,58127330,58127350,58127500,58127510,58128000,58128110,58128120,58128210,58128220,58128250,58130011,58130013,58130014,58130015,58130016,58130020,58130140,58130150,58130310,58130320,58130610,58130810,58130910,58130950,58131100,58131110,58131120,58131310,58131320,58131323,58131330,58131510,58131520,58131523,58131530,58131535,58131590,58131600,58131610,58132110,58132113,58132310,58132313,58132340,58132350,58132360,58132450,58132460,58132710,58132713,58132800,58132810,58132820,58132910,58133110,58133120,58133130,58133140,58134110,58134120,58134130,58134160,58134210,58134310,58134610,58134613,58134620,58134623,58134630,58134640,58134650,58134660,58134680,58134710,58134720,58134810,58135110,58135120,58136110,58136120,58136130,58136140,58136150,58136160,58137210,58137220,58137230,58137240,58137250,58137300,58140110,58140310,58145110,58145111,58145112,58145113,58145114,58145117,58145119,58145120,58145130,58145135,58145136,58145140,58145160,58145170,58145190,58145300,58146100,58146110,58146120,58146130,58146150,58146160,58146200,58146210,58146215,58146221,58146222,58146223,58146300,58146301,58146302,58146303,58146310,58146315,58146321,58146322,58146323,58146331,58146332,58146333,58146341,58146342,58146343,58146351,58146352,58146353,58146361,58146362,58146363,58146371,58146372,58146373,58146381,58146382,58146383,58146391,58146392,58146393,58146401,58146402,58146403,58146411,58146412,58146413,58146421,58146422,58146423,58146431,58146432,58146433,58146441,58146442,58146443,58146451,58146452,58146453,58146601,58146602,58146603,58146611,58146612,58146613,58146621,58146622,58146623,58146631,58146632,58146633,58146641,58146642,58146643,58146651,58146652,58146653,58146661,58146662,58146663,58146671,58146672,58146673,58146681,58146682,58146683,58146691,58146692,58146693,58146701,58146702,58146703,58146711,58146712,58146713,58146721,58146722,58146723,58146731,58146732,58146733,58146741,58146742,58146743,58146751,58146752,58146753,58147100,58147110,58147310,58147330,58147340,58147350,58147510,58147520,58148110,58148111,58148112,58148113,58148114,58148115,58148116,58148117,58148118,58148120,58148130,58148140,58148150,58148160,58148170,58148180,58148500,58148500,58148500,58148500,58148550,58148600,58149110,58149210,58150100,58150110,58150310,58150320,58150330,58150340,58150510,58150520,58150530,58151100,58151110,58151120,58151130,58151140,58151150,58151160,58151170,58151180,58151190,58151200,58151210,58151220,58151230,58151400,58151410,58151420,58151430,58151440,58151450,58155110,58155210,58155310,58155320,58155410,58155510,58155610,58155810,58155910,58156110,58156210,58156310,58156410,58156510,58156610,58156710,58157300,58157310,58157320,58160000,58160100,58160102,58160104,58160106,58160110,58160120,58160132,58160150,58160154,58160156,58160160,58160200,58160202,58160204,58160220,58160400,58160410,58160420,58160430,58160440,58160450,58160460,58160470,58160480,58160490,58160500,58160510,58160520,58160530,58160540,58160550,58160560,58160570,58160580,58160590,58160600,58160610,58160620,58160630,58160640,58160650,58160660,58160670,58160680,58160690,58160700,58160710,58160720,58160800,58160805,58160810,58161110,58161120,58161200,58161300,58161310,58161320,58161321,58161322,58161323,58161400,58161402,58161404,58161420,58161422,58161424,58161430,58161432,58161434,58161435,58161437,58161439,58161440,58161442,58161444,58161460,58161462,58161464,58161470,58161472,58161474,58161480,58161482,58161484,58161490,58161492,58161494,58161500,58161502,58161504,58161510,58161520,58161522,58161524,58161530,58161532,58161534,58161710,58162090,58162110,58162120,58162130,58162140,58162310,58163110,58163130,58163210,58163310,58163330,58163360,58163380,58163400,58163405,58163410,58163420,58163430,58163450,58163510,58163610,58164110,58164210,58164500,58164510,58164520,58164530,58164540,58164550,58164560,58164570,58164580,58164800,58164810,58164820,58164830,58164840,58164850,58164860,58164870,58164880,58165000,58165010,58165020,58165030,58165040,58165050,58165060,58165070,58165080,58165400,58165410,58165420,58165430,58165440,58165450,58165460,58165470,58165480,58174000,58174100,58175000,58175110,58100000"
58200000,"mixtures, mainly grain, pasta, or bread 2",58000000,3,4,4,"58000000,5,0","58000000,5,0,58200100,58200200,58200250,58200300,58201000,58201005,58201015,58201025,58201035,58201045,58201055,58200000"
58300000,frozen plate meals with grain mixtures as major ingredient,58000000,3,4,4,"58000000,5,0","58000000,5,0,58301020,58301030,58301050,58301080,58301110,58301150,58302000,58302030,58302050,58302060,58302080,58303100,58303200,58304010,58304020,58304050,58304060,58304200,58304220,58304230,58304250,58304300,58304400,58305010,58305250,58306010,58306020,58306070,58306100,58306150,58306200,58306500,58307010,58310110,58310210,58310310,58310410,58300000"
58400000,soups with grain product as major ingredient,58000000,3,4,4,"58000000,5,0","58000000,5,0,58400100,58400200,58401010,58401200,58402000,58402010,58402020,58402030,58402100,58403010,58403020,58403030,58403040,58403050,58403060,58403100,58404010,58404020,58404030,58404040,58404050,58404100,58404500,58404510,58404520,58407010,58407030,58407035,58407040,58407050,58408010,58408500,58409000,58410100,58421000,58421010,58421020,58421060,58421080,58450300,58400000"
58500000,grain mixtures baby food,58000000,3,4,4,"58000000,5,0","58000000,5,0,58503000,58503010,58503020,58503050,58508000,58508300,58509020,58509100,58509200,58500000"
61100000,citrus fruits,61000000,3,4,4,"61000000,6,0","61000000,6,0,61100500,61100600,61101010,61101200,61104010,61104200,61104220,61104230,61110010,61110230,61113010,61113500,61116010,61119010,61119100,61122300,61122320,61122330,61125010,61100000"
61200000,citrus fruit juices,61000000,3,4,4,"61000000,6,0","61000000,6,0,61201010,61201020,61201220,61201225,61201620,61204000,61204010,61204200,61207000,61207010,61207200,61210000,61210010,61210220,61210250,61210620,61210720,61210820,61213220,61213800,61213900,61200000"
63100000,"fruits, excluding berries",63000000,3,4,4,"63000000,6,0","63000000,6,0,63100100,63100110,63101000,63101110,63101120,63101140,63101150,63101210,63101310,63103010,63103110,63105010,63107010,63107050,63107070,63107080,63107090,63107410,63109010,63109700,63109750,63110010,63111010,63113030,63113050,63115010,63115110,63115200,63117010,63119010,63119110,63123000,63123110,63123120,63123130,63125010,63125100,63126010,63126500,63126510,63126600,63126700,63127010,63129010,63129030,63129050,63131010,63131110,63133010,63133050,63133100,63134010,63135010,63135110,63135140,63135170,63135620,63135660,63137010,63137050,63137110,63137140,63137170,63139010,63141010,63141110,63141140,63141170,63141200,63143010,63143110,63145010,63147110,63148750,63149010,63100000"
63200000,berries,63000000,3,4,4,"63000000,6,0","63000000,6,0,63200100,63201010,63201110,63201130,63201600,63203010,63203110,63203120,63203125,63203130,63203600,63203700,63207010,63207110,63214000,63217010,63219000,63219610,63223020,63223030,63223110,63223610,63200000"
63300000,mixtures of two or more fruits,63000000,3,4,4,"63000000,6,0","63000000,6,0,63301010,63307010,63307100,63311000,63311050,63311110,63311140,63311170,63311180,63320100,63300000"
63400000,mixtures of fruits and nonfruit items,63000000,3,4,4,"63000000,6,0","63000000,6,0,63401010,63401015,63401060,63401070,63402010,63402030,63402045,63402050,63402950,63402960,63402970,63402980,63402990,63403000,63403010,63403020,63403030,63403040,63403050,63403100,63403150,63409010,63409015,63409020,63411010,63413010,63415000,63415100,63420105,63420205,63430150,63400000"
64100000,"fruit juices, excluding citrus",64000000,3,4,4,"64000000,6,0","64000000,6,0,64100100,64100110,64100200,64100220,64101010,64104010,64104030,64104600,64104610,64105400,64116020,64116060,64120010,64121000,64124020,64126000,64132010,64132500,64133100,64134000,64134015,64134020,64134025,64134030,64134100,64134200,64100000"
64200000,nectars,64000000,3,4,4,"64000000,6,0","64000000,6,0,64200100,64201010,64201500,64202010,64203020,64204010,64205010,64210010,64213010,64215010,64221010,64200000"
64300000,vinegar,64000000,3,3,3,"64000000,6,0","64000000,6,0,64300000"
67100000,fruits and fruit mixtures baby food,67000000,3,4,4,"67000000,6,0","67000000,6,0,67100100,67100110,67100200,67100300,67101000,67101010,67101020,67102000,67102010,67102020,67104000,67104010,67104020,67104030,67104040,67104060,67104070,67104080,67104090,67105030,67106010,67106030,67106050,67108000,67108010,67108020,67108030,67109000,67109010,67109020,67109030,67110000,67113000,67113010,67113020,67114000,67114010,67114020,67100000"
67200000,fruit juices and fruit juices mixtures baby food,67000000,3,4,4,"67000000,6,0","67000000,6,0,67202000,67202010,67203000,67203200,67203400,67203450,67203500,67203600,67203700,67203800,67204000,67204100,67205000,67211000,67212000,67230000,67230500,67250100,67250150,67260000,67200000"
67300000,fruits with cereal baby food,67000000,3,4,4,"67000000,6,0","67000000,6,0,67304000,67304010,67304020,67304030,67304500,67306000,67307000,67307010,67307020,67308000,67308020,67309000,67309010,67309020,67309030,67300000"
67400000,fruit desserts baby food,67000000,3,4,4,"67000000,6,0","67000000,6,0,67404000,67404010,67404020,67404050,67404070,67404110,67404300,67404500,67404550,67405000,67405010,67405020,67408010,67408500,67410000,67412000,67412010,67412020,67413700,67414010,67414100,67415000,67415010,67415020,67430000,67430500,67400000"
67500000,fruits with meat baby food,67000000,3,4,4,"67000000,6,0","67000000,6,0,67501000,67501100,67500000"
67600000,fruits and vegetables baby food,67000000,3,4,4,"67000000,6,0","67000000,6,0,67600100,67600000"
71100000,"white potatoes, baked and boiled",71000000,3,4,4,"71000000,7,0","71000000,7,0,71100100,71101000,71101100,71101110,71101120,71102980,71102990,71103000,71103010,71103020,71103030,71103040,71103050,71103100,71103105,71103110,71103115,71103120,71103125,71103135,71103140,71103150,71103200,71103210,71103220,71103300,71103310,71103320,71104000,71104010,71104020,71104030,71104040,71104050,71104060,71104070,71104080,71104090,71104100,71104110,71104120,71104130,71104140,71104150,71104200,71106000,71106010,71106020,71106050,71106070,71100000"
